holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour,traffic_volume
None,287.41,0.0,0.0,40,Clouds,0,5264
None,287.74,0.0,0.0,40,Clouds,0,5561
None,287.73,0.0,0.0,40,Clouds,0,5721
None,286.53,0.0,0.0,40,Clouds,0,6521
None,283.85,0.0,0.0,40,Clouds,1,6019
None,281.47,0.0,0.0,20,Clouds,1,4525
None,280.54,0.0,0.0,1,Clear,1,3385
None,279.11,0.0,0.0,1,Clear,0,2999
None,278.24,0.0,0.0,1,Clear,0,2642
None,277.99,0.0,0.0,1,Clear,0,2050
None,278.0,0.0,0.0,1,Haze,0,1211
None,277.74,0.0,0.0,20,Mist,0,667
None,277.23,0.0,0.0,1,Mist,0,399
None,276.49,0.0,0.0,1,Clear,0,269
None,276.15,0.0,0.0,1,Clear,0,412
None,275.06,0.0,0.0,1,Mist,0,746
None,273.99,0.0,0.0,1,Mist,0,2489
None,273.0,0.0,0.0,1,Mist,0,5343
None,273.0,0.0,0.0,1,Fog,0,5343
None,272.54,0.0,0.0,1,Mist,1,6138
None,272.54,0.0,0.0,1,Fog,1,6138
None,272.51,0.0,0.0,1,Haze,1,5413
None,272.51,0.0,0.0,1,Mist,1,5413
None,272.51,0.0,0.0,1,Fog,1,5413
None,274.66,0.0,0.0,1,Mist,1,5041
None,274.66,0.0,0.0,1,Haze,1,5041
None,274.66,0.0,0.0,1,Fog,1,5041
None,276.57,0.0,0.0,1,Haze,0,4875
None,276.57,0.0,0.0,1,Fog,0,4875
None,278.81,0.0,0.0,1,Mist,0,5266
None,280.95,0.0,0.0,20,Clouds,0,5656
None,283.13,0.0,0.0,20,Clouds,0,5561
None,283.91,0.0,0.0,20,Clouds,0,5963
None,284.22,0.0,0.0,20,Clouds,0,5928
None,282.46,0.0,0.0,40,Clouds,0,5733
None,279.63,0.0,0.0,40,Clouds,1,4964
None,278.13,0.0,0.0,40,Clouds,1,4179
None,277.36,0.0,0.0,40,Clouds,1,3267
None,277.38,0.0,0.0,90,Clouds,0,2787
None,277.82,0.0,0.0,90,Clouds,0,2432
None,278.33,0.0,0.0,75,Clouds,0,1972
None,278.49,0.0,0.0,20,Clouds,0,1399
Thanksgiving Day,278.54,0.0,0.0,20,Mist,0,919
None,278.97,0.0,0.0,1,Mist,0,634
None,279.35,0.0,0.0,1,Clear,0,411
None,279.68,0.0,0.0,1,Clear,0,317
None,279.36,0.0,0.0,1,Clear,0,252
None,279.46,0.0,0.0,1,Clear,0,380
None,279.93,0.0,0.0,20,Clouds,0,881
None,279.66,0.0,0.0,75,Clouds,1,1094
None,279.47,0.0,0.0,75,Clouds,1,1119
None,281.16,0.0,0.0,90,Haze,1,1674
None,283.0,0.0,0.0,75,Clouds,0,2477
None,284.99,0.0,0.0,90,Clouds,0,3245
None,285.88,0.0,0.0,90,Clouds,0,3461
None,286.87,0.0,0.0,90,Clouds,0,3213
None,287.98,0.0,0.0,75,Clouds,0,3090
None,288.46,0.0,0.0,75,Clouds,0,3068
None,287.3,0.0,0.0,75,Clouds,0,3152
None,285.57,0.0,0.0,75,Clouds,1,3023
None,284.82,0.0,0.0,75,Clouds,1,3083
None,285.57,0.0,0.0,40,Clouds,1,3010
None,287.12,0.0,0.0,75,Clouds,0,3002
None,287.97,0.0,0.0,75,Clouds,0,2533
None,288.23,0.0,0.0,75,Clouds,0,1958
None,288.22,0.0,0.0,75,Clouds,0,1390
None,287.46,0.0,0.0,75,Clouds,0,693
None,286.67,0.0,0.0,20,Clouds,0,482
None,286.01,0.0,0.0,20,Clouds,0,370
None,285.37,0.0,0.0,20,Clouds,0,341
None,284.82,0.0,0.0,20,Clouds,0,456
None,284.58,0.0,0.0,75,Clouds,0,1105
None,284.06,0.0,0.0,75,Clouds,0,2069
None,283.35,0.0,0.0,75,Clouds,1,2381
None,283.0,0.0,0.0,75,Clouds,1,2364
None,283.89,0.0,0.0,75,Clouds,1,2783
None,284.9,0.0,0.0,40,Clouds,0,3230
None,284.99,0.0,0.0,40,Clouds,0,3586
None,284.15,0.0,0.0,75,Clouds,0,3947
None,282.15,0.0,0.0,75,Clouds,0,3800
None,279.39,0.0,0.0,75,Clouds,0,4231
None,277.38,0.0,0.0,75,Snow,0,4174
None,276.44,0.0,0.0,90,Rain,0,4079
None,276.44,0.0,0.0,90,Snow,0,4079
None,274.35,0.0,0.0,90,Snow,1,3900
None,274.35,0.0,0.0,90,Mist,1,3900
None,273.13,0.0,0.0,90,Snow,1,3420
None,273.13,0.0,0.0,90,Mist,1,3420
None,272.42,0.0,0.0,90,Snow,1,2876
None,272.42,0.0,0.0,90,Fog,1,2876
None,272.42,0.0,0.0,90,Snow,1,2876
None,272.42,0.0,0.0,90,Mist,1,2876
None,271.6,0.0,0.0,90,Snow,0,2543
None,271.6,0.0,0.0,90,Mist,0,2543
None,271.6,0.0,0.0,90,Snow,0,2543
None,270.59,0.0,0.0,90,Haze,0,2221
None,269.61,0.0,0.0,90,Snow,0,2148
None,268.72,0.0,0.0,90,Snow,0,1512
None,268.72,0.0,0.0,90,Mist,0,1512
None,268.06,0.0,0.0,90,Snow,0,917
None,267.76,0.0,0.0,90,Snow,0,611
None,267.76,0.0,0.0,90,Haze,0,611
None,267.19,0.0,0.0,90,Snow,0,470
None,266.59,0.0,0.0,90,Snow,0,322
None,266.59,0.0,0.0,90,Mist,0,322
None,265.86,0.0,0.0,90,Snow,0,299
None,265.6,0.0,0.0,90,Snow,0,574
None,265.55,0.0,0.0,90,Snow,0,1017
None,265.5,0.0,0.0,90,Snow,1,1348
None,266.01,0.0,0.0,75,Snow,1,1878
None,266.51,0.0,0.0,90,Snow,1,2753
None,266.98,0.0,0.0,90,Clouds,0,3178
None,267.78,0.0,0.0,90,Clouds,0,3880
None,268.76,0.0,0.0,1,Clear,0,4312
None,269.24,0.0,0.0,1,Clear,0,4494
None,269.4,0.0,0.0,40,Clouds,0,4206
None,269.2,0.0,0.0,75,Clouds,0,4204
None,269.15,0.0,0.0,90,Clouds,0,4449
None,268.5,0.0,0.0,90,Clouds,1,4357
None,267.82,0.0,0.0,90,Clouds,1,3905
None,266.92,0.0,0.0,90,Clouds,1,3068
None,265.61,0.0,0.0,90,Clouds,0,2779
None,262.33,0.0,0.0,1,Clear,0,689
None,261.45,0.0,0.0,1,Clear,0,536
None,261.08,0.0,0.0,1,Clear,0,322
None,260.62,0.0,0.0,1,Clear,0,271
None,260.24,0.0,0.0,1,Clear,0,426
None,259.88,0.0,0.0,1,Clear,0,726
None,259.78,0.0,0.0,1,Clear,1,910
None,260.82,0.0,0.0,20,Clouds,1,1366
None,263.42,0.0,0.0,75,Clouds,1,2222
None,265.24,0.0,0.0,20,Clouds,0,2918
None,266.31,0.0,0.0,75,Clouds,0,3413
None,267.37,0.0,0.0,90,Clouds,0,3724
None,268.13,0.0,0.0,90,Clouds,0,3949
None,268.93,0.0,0.0,90,Clouds,0,4076
None,269.41,0.0,0.0,90,Clouds,0,4729
None,270.1,0.0,0.0,90,Clouds,0,4880
None,270.37,0.0,0.0,90,Clouds,1,4435
None,270.61,0.0,0.0,90,Clouds,1,3749
None,270.98,0.0,0.0,90,Clouds,1,3381
None,271.02,0.0,0.0,90,Clouds,0,2809
None,270.98,0.0,0.0,90,Clouds,0,2150
None,270.97,0.0,0.0,90,Snow,0,1533
None,270.97,0.0,0.0,40,Clouds,0,925
None,271.25,0.0,0.0,90,Clouds,0,524
None,271.34,0.0,0.0,90,Clouds,0,293
None,271.79,0.0,0.0,90,Clouds,0,258
None,271.75,0.0,0.0,90,Clouds,0,337
None,271.62,0.0,0.0,90,Clouds,0,771
None,271.48,0.0,0.0,90,Clouds,0,2496
None,271.14,0.0,0.0,90,Clouds,0,5529
None,270.77,0.0,0.0,90,Clouds,1,6752
None,270.73,0.0,0.0,90,Clouds,1,5787
None,270.89,0.0,0.0,90,Clouds,1,4699
None,270.97,0.0,0.0,90,Clouds,0,4271
None,270.64,0.0,0.0,90,Clouds,0,4314
None,270.39,0.0,0.0,90,Clouds,0,4603
None,271.26,0.0,0.0,86,Clouds,0,4816
None,271.65,0.0,0.0,75,Snow,0,5449
None,271.6,0.0,0.0,90,Clouds,0,6238
None,271.36,0.0,0.0,75,Clouds,1,5761
None,271.32,0.0,0.0,90,Clouds,1,4022
None,271.29,0.0,0.0,90,Clouds,1,2874
None,271.29,0.0,0.0,90,Clouds,0,2362
None,270.6,0.0,0.0,90,Clouds,0,2098
None,269.59,0.0,0.0,90,Clouds,0,1342
None,268.57,0.0,0.0,90,Clouds,0,944
None,267.12,0.0,0.0,90,Clouds,0,459
None,265.53,0.0,0.0,75,Clouds,0,303
None,264.4,0.0,0.0,75,Snow,0,247
None,262.98,0.0,0.0,40,Clouds,0,337
None,262.44,0.0,0.0,40,Snow,0,781
None,261.77,0.0,0.0,90,Snow,0,2601
None,261.27,0.0,0.0,90,Snow,0,5639
None,260.62,0.0,0.0,75,Clouds,1,6768
None,260.47,0.0,0.0,40,Clouds,1,6116
None,261.12,0.0,0.0,1,Clear,1,5215
None,262.6,0.0,0.0,1,Clear,0,4315
None,263.5,0.0,0.0,1,Clear,0,4497
None,264.4,0.0,0.0,1,Clear,0,4799
None,265.23,0.0,0.0,1,Clear,0,4884
None,266.06,0.0,0.0,1,Clear,0,5234
None,266.17,0.0,0.0,1,Clear,0,5665
None,266.01,0.0,0.0,1,Clear,0,6428
None,264.93,0.0,0.0,1,Clear,1,6092
None,264.26,0.0,0.0,1,Clear,1,4317
None,263.8,0.0,0.0,1,Clear,1,3137
None,263.33,0.0,0.0,1,Clear,0,2647
None,263.47,0.0,0.0,1,Clear,0,2194
None,263.55,0.0,0.0,1,Clear,0,1523
None,263.83,0.0,0.0,1,Clear,0,949
None,264.18,0.0,0.0,1,Clear,0,510
None,264.21,0.0,0.0,20,Clouds,0,342
None,264.75,0.0,0.0,75,Clouds,0,245
None,264.94,0.0,0.0,75,Clouds,0,352
None,265.07,0.0,0.0,40,Clouds,0,759
None,265.25,0.0,0.0,75,Clouds,0,2638
None,264.84,0.0,0.0,40,Clouds,0,5816
None,265.03,0.0,0.0,20,Clouds,1,6995
None,265.28,0.0,0.0,75,Clouds,1,6071
None,267.05,0.0,0.0,40,Clouds,1,5228
None,268.83,0.0,0.0,75,Clouds,0,4570
None,270.43,0.0,0.0,90,Clouds,0,4809
None,272.28,0.0,0.0,90,Clouds,0,4839
None,273.82,0.0,0.0,90,Clouds,0,4837
None,275.34,0.0,0.0,75,Clouds,0,5290
None,276.01,0.0,0.0,90,Clouds,0,5621
None,275.25,0.0,0.0,40,Clouds,0,6116
None,273.84,0.0,0.0,75,Clouds,1,5813
None,272.17,0.0,0.0,40,Clouds,1,4314
None,270.99,0.0,0.0,20,Clouds,1,3077
None,270.23,0.0,0.0,1,Clear,0,2691
None,269.63,0.0,0.0,1,Clear,0,2297
None,269.59,0.0,0.0,1,Clear,0,1568
None,269.52,0.0,0.0,1,Clear,0,1020
None,269.69,0.0,0.0,20,Clouds,0,561
None,269.84,0.0,0.0,90,Clouds,0,358
None,269.7,0.0,0.0,90,Clouds,0,279
None,269.73,0.0,0.0,90,Clouds,0,363
None,269.51,0.0,0.0,90,Clouds,0,784
None,269.29,0.0,0.0,90,Clouds,0,2612
None,269.29,0.0,0.0,90,Clouds,0,5608
None,269.56,0.0,0.0,90,Clouds,1,7020
None,269.6,0.0,0.0,90,Clouds,1,6072
None,270.12,0.0,0.0,90,Clouds,1,5403
None,270.96,0.0,0.0,75,Clouds,0,4566
None,271.43,0.0,0.0,75,Clouds,0,4906
None,273.12,0.0,0.0,75,Clouds,0,5081
None,273.26,0.0,0.0,1,Clear,0,5101
None,274.36,0.0,0.0,75,Clouds,0,5463
None,274.33,0.0,0.0,75,Clouds,0,5945
None,273.67,0.0,0.0,16,Clouds,0,6489
None,272.98,0.0,0.0,90,Clouds,1,6078
None,272.48,0.0,0.0,90,Clouds,1,4522
None,272.56,0.0,0.0,90,Clouds,1,3293
None,272.93,0.0,0.0,90,Clouds,0,2913
None,273.13,0.0,0.0,16,Clouds,0,2571
None,273.92,0.0,0.0,16,Clouds,0,1070
None,273.92,0.0,0.0,16,Clouds,0,591
None,270.47,0.0,0.0,6,Clear,0,382
None,270.47,0.0,0.0,6,Clear,0,340
None,270.47,0.0,0.0,6,Clear,0,381
None,270.47,0.0,0.0,6,Clear,0,784
None,270.47,0.0,0.0,6,Clear,0,2468
None,270.47,0.0,0.0,6,Clear,0,5503
None,271.22,0.0,0.0,59,Clouds,1,6615
None,271.22,0.0,0.0,59,Clouds,1,5913
None,271.22,0.0,0.0,59,Clouds,1,5171
None,271.22,0.0,0.0,59,Clouds,0,4840
None,271.22,0.0,0.0,59,Clouds,0,5263
None,276.53,0.0,0.0,75,Clouds,0,5446
None,276.41,0.0,0.0,75,Clouds,0,5746
None,275.76,0.0,0.0,90,Clouds,0,6110
None,275.24,0.0,0.0,90,Clouds,0,6749
None,274.48,0.0,0.0,90,Clouds,1,5518
None,273.88,0.0,0.0,90,Clouds,1,5420
None,273.45,0.0,0.0,90,Clouds,1,3618
None,272.8,0.0,0.0,90,Clouds,0,3020
None,272.38,0.0,0.0,90,Clouds,0,2987
None,272.33,0.0,0.0,90,Clouds,0,2644
None,272.14,0.0,0.0,90,Clouds,0,1799
None,272.0,0.0,0.0,90,Clouds,0,1103
None,272.13,0.0,0.0,90,Clouds,0,702
None,271.81,0.0,0.0,90,Clouds,0,588
None,271.63,0.0,0.0,90,Clouds,0,411
None,271.54,0.0,0.0,90,Clouds,0,384
None,271.68,0.0,0.0,90,Clouds,0,748
None,272.23,0.0,0.0,90,Clouds,0,1274
None,272.53,0.0,0.0,90,Haze,1,2192
None,273.09,0.0,0.0,90,Haze,1,2953
None,273.09,0.0,0.0,90,Mist,1,2953
None,273.42,0.0,0.0,90,Haze,1,3648
None,273.42,0.0,0.0,90,Mist,1,3648
None,273.79,0.0,0.0,90,Haze,0,3971
None,273.79,0.0,0.0,90,Mist,0,3971
None,274.06,0.0,0.0,90,Haze,0,4618
None,274.06,0.0,0.0,90,Mist,0,4618
None,274.38,0.0,0.0,90,Haze,0,5161
None,274.38,0.0,0.0,90,Mist,0,5161
None,274.57,0.0,0.0,90,Haze,0,4986
None,274.57,0.0,0.0,90,Mist,0,4986
None,274.84,0.0,0.0,90,Haze,0,4919
None,274.84,0.0,0.0,90,Mist,0,4919
None,274.72,0.0,0.0,90,Haze,0,4819
None,274.72,0.0,0.0,90,Mist,0,4819
None,274.56,0.0,0.0,90,Haze,0,5085
None,274.56,0.0,0.0,90,Mist,0,5085
None,274.56,0.0,0.0,90,Clouds,1,5231
None,274.38,0.0,0.0,90,Haze,1,4788
None,274.38,0.0,0.0,90,Mist,1,4788
None,274.04,0.0,0.0,90,Mist,1,3288
None,274.04,0.0,0.0,90,Haze,1,3288
None,273.86,0.0,0.0,90,Mist,0,2746
None,273.86,0.0,0.0,90,Haze,0,2746
None,273.86,0.0,0.0,90,Mist,0,2616
None,273.86,0.0,0.0,90,Mist,0,2489
None,274.0,0.0,0.0,90,Mist,0,1917
None,274.01,0.0,0.0,90,Mist,0,1341
None,274.52,0.0,0.0,90,Mist,0,825
None,274.8,0.0,0.0,90,Mist,0,627
None,275.18,0.0,0.0,90,Mist,0,339
None,275.59,0.0,0.0,90,Mist,0,301
None,275.91,0.0,0.0,90,Mist,0,447
None,275.73,0.0,0.0,90,Mist,0,667
None,275.86,0.0,0.0,90,Mist,1,1029
None,276.24,0.0,0.0,90,Mist,1,1613
None,277.86,0.0,0.0,100,Rain,0,3179
None,277.86,0.0,0.0,100,Rain,0,3642
None,279.43,0.0,0.0,100,Rain,0,3770
None,279.85,0.0,0.0,90,Mist,0,3924
None,279.85,0.0,0.0,90,Haze,0,3924
None,280.55,0.0,0.0,90,Mist,0,3696
None,280.55,0.0,0.0,90,Haze,0,3696
None,280.8,0.0,0.0,90,Mist,0,4329
None,280.8,0.0,0.0,90,Haze,0,4329
None,280.8,0.0,0.0,90,Haze,0,4135
None,280.8,0.0,0.0,90,Mist,0,4135
None,280.65,0.0,0.0,90,Haze,1,3938
None,280.65,0.0,0.0,90,Mist,1,3938
None,279.0,0.0,0.0,90,Haze,1,3243
None,279.0,0.0,0.0,90,Mist,1,3243
None,277.24,0.0,0.0,40,Mist,1,2731
None,276.8,0.0,0.0,90,Mist,0,2319
None,276.38,0.0,0.0,90,Mist,0,2093
None,276.55,0.0,0.0,90,Mist,0,2350
None,276.01,0.0,0.0,75,Mist,0,930
None,276.01,0.0,0.0,75,Rain,0,930
None,274.55,0.0,0.0,20,Mist,0,496
None,274.55,0.0,0.0,20,Fog,0,496
None,273.38,0.0,0.0,1,Fog,0,273
None,273.38,0.0,0.0,1,Mist,0,273
None,272.68,0.0,0.0,1,Mist,0,234
None,272.68,0.0,0.0,1,Fog,0,234
None,272.45,0.0,0.0,1,Mist,0,291
None,272.45,0.0,0.0,1,Fog,0,291
None,271.65,0.0,0.0,20,Mist,0,802
None,271.65,0.0,0.0,20,Fog,0,802
None,271.25,0.0,0.0,90,Fog,0,2518
None,271.06,0.0,0.0,90,Fog,0,5506
None,271.48,0.0,0.0,90,Fog,1,6393
None,271.33,0.0,0.0,90,Fog,1,5800
None,271.33,0.0,0.0,90,Mist,1,5800
None,271.94,0.0,0.0,90,Fog,1,5064
None,271.94,0.0,0.0,90,Mist,1,5064
None,273.36,0.0,0.0,90,Mist,0,4442
None,273.36,0.0,0.0,90,Fog,0,4442
None,274.34,0.0,0.0,90,Mist,0,4544
None,274.34,0.0,0.0,90,Fog,0,4544
None,274.89,0.0,0.0,90,Fog,0,4777
None,274.89,0.0,0.0,90,Mist,0,4777
None,275.01,0.0,0.0,90,Mist,0,4810
None,275.01,0.0,0.0,90,Fog,0,4810
None,276.07,0.0,0.0,90,Mist,0,5310
None,276.06,0.0,0.0,90,Mist,0,5678
None,275.85,0.0,0.0,90,Mist,0,6334
None,275.78,0.0,0.0,90,Mist,1,5914
None,275.83,0.0,0.0,90,Mist,1,4179
None,276.06,0.0,0.0,90,Mist,1,3076
None,276.44,0.0,0.0,75,Mist,0,2478
None,277.14,0.0,0.0,90,Mist,0,2159
None,277.33,0.0,0.0,75,Mist,0,1399
None,277.41,0.0,0.0,75,Mist,0,1006
None,277.83,0.0,0.0,40,Mist,0,516
None,278.49,0.0,0.0,75,Mist,0,346
None,279.15,0.0,0.0,90,Mist,0,253
None,279.82,0.0,0.0,75,Mist,0,347
None,280.51,0.0,0.0,90,Mist,0,802
None,281.03,0.0,0.0,90,Mist,0,2638
None,282.45,0.0,0.0,90,Mist,1,7051
None,283.32,0.0,0.0,90,Mist,1,6112
None,283.74,0.0,0.0,90,Drizzle,1,5388
None,283.74,0.0,0.0,90,Mist,1,5388
None,284.35,0.0,0.0,90,Mist,0,4489
None,284.35,0.0,0.0,90,Drizzle,0,4489
None,284.95,0.0,0.0,90,Rain,0,4731
None,284.95,0.0,0.0,90,Mist,0,4731
None,284.95,0.0,0.0,90,Drizzle,0,4731
None,285.11,0.0,0.0,90,Mist,0,4816
None,285.0,0.0,0.0,75,Haze,0,4918
None,284.74,0.0,0.0,75,Clouds,0,5292
None,284.6,0.0,0.0,75,Clouds,0,5657
None,283.7,0.0,0.0,40,Clouds,0,6647
None,281.44,0.0,0.0,20,Clouds,1,6434
None,280.78,0.0,0.0,1,Clear,1,4551
None,279.48,0.0,0.0,1,Clear,1,3186
None,279.19,0.0,0.0,1,Clear,0,2773
None,278.97,0.0,0.0,1,Clear,0,2360
None,279.14,0.0,0.0,1,Clear,0,1811
None,278.98,0.0,0.0,1,Clear,0,2544
None,278.44,0.0,0.0,1,Clear,0,381
None,277.08,0.0,0.0,1,Clear,0,264
None,276.05,0.0,0.0,1,Clear,0,341
None,274.88,0.0,0.0,1,Clear,0,783
None,273.75,0.0,0.0,1,Clear,0,2612
None,272.42,0.0,0.0,1,Clear,0,5900
None,271.56,0.0,0.0,20,Clouds,1,5922
None,270.85,0.0,0.0,20,Clouds,1,6888
None,271.19,0.0,0.0,1,Clear,1,5345
None,271.25,0.0,0.0,1,Clear,0,4536
None,272.11,0.0,0.0,1,Clear,0,4757
None,272.82,0.0,0.0,1,Clear,0,4961
None,272.92,0.0,0.0,1,Clear,0,4967
None,272.86,0.0,0.0,1,Clear,0,5346
None,272.51,0.0,0.0,1,Clear,0,5867
None,271.39,0.0,0.0,1,Clear,0,6605
None,270.08,0.0,0.0,1,Clear,1,6074
None,269.27,0.0,0.0,1,Clear,1,4557
None,268.62,0.0,0.0,1,Clear,1,3177
None,267.8,0.0,0.0,1,Clear,0,2788
None,267.34,0.0,0.0,1,Clear,0,2416
None,267.41,0.0,0.0,1,Clear,0,1946
None,267.04,0.0,0.0,40,Clouds,0,1056
None,266.24,0.0,0.0,40,Clouds,0,536
None,266.08,0.0,0.0,40,Clouds,0,348
None,265.62,0.0,0.0,40,Clouds,0,273
None,265.22,0.0,0.0,40,Clouds,0,382
None,265.26,0.0,0.0,40,Clouds,0,780
None,265.26,0.0,0.0,40,Clouds,0,2627
None,265.53,0.0,0.0,75,Clouds,0,5545
None,265.58,0.0,0.0,75,Clouds,1,6789
None,265.98,0.0,0.0,75,Clouds,1,6298
None,267.26,0.0,0.0,75,Clouds,1,5391
None,269.34,0.0,0.0,75,Clouds,0,4540
None,270.72,0.0,0.0,75,Clouds,0,5001
None,272.35,0.0,0.0,75,Clouds,0,5098
None,273.73,0.0,0.0,75,Clouds,0,5113
None,274.13,0.0,0.0,90,Clouds,0,5522
None,274.79,0.0,0.0,90,Clouds,0,5879
None,274.96,0.0,0.0,90,Clouds,0,6695
None,275.13,0.0,0.0,90,Clouds,1,6587
None,275.58,0.0,0.0,90,Clouds,1,4564
None,275.75,0.0,0.0,90,Clouds,1,3429
None,276.37,0.0,0.0,90,Clouds,0,2983
None,276.66,0.0,0.0,90,Clouds,0,3225
None,276.78,0.0,0.0,90,Clouds,0,2092
None,277.52,0.0,0.0,90,Clouds,0,1204
None,277.85,0.0,0.0,90,Clouds,0,629
None,278.47,0.0,0.0,90,Clouds,0,419
None,279.16,0.0,0.0,90,Clouds,0,322
None,279.61,0.0,0.0,90,Drizzle,0,375
None,280.07,0.0,0.0,90,Clouds,0,743
None,280.44,0.0,0.0,90,Clouds,0,2480
None,280.17,0.0,0.0,90,Drizzle,0,5555
None,280.17,0.0,0.0,90,Drizzle,0,5555
None,279.21,0.0,0.0,90,Clouds,1,6012
None,278.93,0.0,0.0,75,Clouds,1,5253
None,278.85,0.0,0.0,75,Clouds,0,4832
None,278.64,0.0,0.0,40,Clouds,0,5404
None,278.98,0.0,0.0,40,Clouds,0,5654
None,278.49,0.0,0.0,40,Clouds,0,5727
None,278.68,0.0,0.0,40,Clouds,0,5918
None,278.39,0.0,0.0,40,Clouds,0,5938
None,277.54,0.0,0.0,75,Clouds,0,6082
None,276.58,0.0,0.0,75,Clouds,1,5376
None,275.9,0.0,0.0,90,Clouds,1,4270
None,274.77,0.0,0.0,90,Clouds,1,3231
None,274.03,0.0,0.0,90,Clouds,0,2617
None,272.49,0.0,0.0,75,Clouds,0,2995
None,271.3,0.0,0.0,20,Clouds,0,2652
None,270.09,0.0,0.0,40,Clouds,0,1667
None,269.47,0.0,0.0,40,Clouds,0,1072
None,269.28,0.0,0.0,20,Clouds,0,674
None,269.11,0.0,0.0,75,Clouds,0,526
None,268.89,0.0,0.0,40,Clouds,0,356
None,268.65,0.0,0.0,40,Clouds,0,418
None,268.32,0.0,0.0,75,Clouds,0,713
None,267.92,0.0,0.0,75,Clouds,0,1192
None,268.12,0.0,0.0,75,Clouds,1,1881
None,267.58,0.0,0.0,40,Clouds,1,2687
None,269.74,0.0,0.0,90,Clouds,1,3421
None,270.85,0.0,0.0,90,Clouds,0,3724
None,271.65,0.0,0.0,90,Clouds,0,4465
None,272.08,0.0,0.0,90,Clouds,0,5009
None,272.3,0.0,0.0,90,Snow,0,5163
None,272.02,0.0,0.0,90,Snow,0,4621
None,271.51,0.0,0.0,90,Snow,0,4807
None,271.51,0.0,0.0,90,Mist,0,4807
None,271.39,0.0,0.0,90,Snow,0,4983
None,271.39,0.0,0.0,90,Mist,0,4983
None,271.11,0.0,0.0,90,Snow,1,5327
None,271.11,0.0,0.0,90,Mist,1,5327
None,271.1,0.0,0.0,100,Clouds,1,3137
None,271.1,0.0,0.0,100,Clouds,0,2678
None,271.1,0.0,0.0,100,Clouds,0,2911
None,271.1,0.0,0.0,100,Clouds,0,2716
None,271.1,0.0,0.0,100,Clouds,0,1860
None,269.93,0.0,0.0,93,Clouds,0,774
None,269.93,0.0,0.0,93,Clouds,0,540
None,269.93,0.0,0.0,93,Clouds,0,321
None,269.93,0.0,0.0,93,Clouds,0,291
None,269.93,0.0,0.0,93,Clouds,0,458
None,269.93,0.0,0.0,93,Clouds,0,759
None,269.71,0.0,0.0,0,Clear,1,938
None,269.71,0.0,0.0,0,Clear,1,1438
None,269.71,0.0,0.0,0,Clear,1,1916
None,269.71,0.0,0.0,0,Clear,0,2483
None,269.71,0.0,0.0,0,Clear,0,2299
None,269.71,0.0,0.0,0,Clear,0,1824
None,273.62,0.0,0.0,54,Clouds,0,1686
None,273.62,0.0,0.0,54,Clouds,0,1715
None,273.02,0.0,0.0,90,Mist,0,1989
None,272.55,0.0,0.0,90,Mist,0,1773
None,271.98,0.0,0.0,90,Mist,1,1607
None,271.87,0.0,0.0,75,Mist,1,1338
None,271.92,0.0,0.0,90,Clouds,1,1261
None,272.14,0.0,0.0,90,Clouds,0,1031
None,272.12,0.0,0.0,90,Clouds,0,944
None,272.35,0.0,0.0,90,Clouds,0,982
None,272.93,0.0,0.0,90,Snow,0,641
None,272.82,0.0,0.0,90,Snow,0,357
None,272.24,0.0,0.0,90,Snow,0,268
None,272.24,0.0,0.0,90,Mist,0,268
None,272.24,0.0,0.0,90,Snow,0,268
None,272.01,0.0,0.0,90,Snow,0,216
None,272.01,0.0,0.0,90,Mist,0,216
None,272.01,0.0,0.0,90,Snow,0,216
None,272.01,0.0,0.0,90,Snow,0,339
None,272.01,0.0,0.0,90,Mist,0,339
None,272.01,0.0,0.0,90,Snow,0,339
None,271.95,0.0,0.0,90,Snow,0,794
None,271.95,0.0,0.0,90,Mist,0,794
None,271.95,0.0,0.0,90,Snow,0,794
None,272.07,0.0,0.0,90,Snow,0,2139
None,272.07,0.0,0.0,90,Mist,0,2139
None,272.18,0.0,0.0,90,Snow,0,3902
None,272.18,0.0,0.0,90,Mist,0,3902
None,272.35,0.0,0.0,90,Snow,1,4433
None,272.35,0.0,0.0,90,Mist,1,4433
None,272.35,0.0,0.0,90,Snow,1,4265
None,272.35,0.0,0.0,90,Fog,1,4265
None,272.35,0.0,0.0,90,Snow,1,4265
None,272.35,0.0,0.0,90,Mist,1,4265
None,272.35,0.0,0.0,90,Snow,1,4057
None,272.35,0.0,0.0,90,Fog,1,4057
None,272.35,0.0,0.0,90,Snow,1,4057
None,272.35,0.0,0.0,90,Mist,1,4057
None,272.52,0.0,0.0,90,Fog,0,3599
None,272.52,0.0,0.0,90,Snow,0,3599
None,272.52,0.0,0.0,90,Snow,0,3599
None,272.52,0.0,0.0,90,Mist,0,3599
None,272.41,0.0,0.0,90,Snow,0,3761
None,272.41,0.0,0.0,90,Fog,0,3761
None,272.41,0.0,0.0,90,Snow,0,3761
None,272.41,0.0,0.0,90,Fog,0,3866
None,272.41,0.0,0.0,90,Snow,0,3866
None,272.41,0.0,0.0,90,Snow,0,3866
None,272.41,0.0,0.0,90,Fog,0,3882
None,272.41,0.0,0.0,90,Snow,0,3882
None,272.41,0.0,0.0,90,Snow,0,3882
None,272.12,0.0,0.0,90,Snow,0,4205
None,272.12,0.0,0.0,90,Fog,0,4205
